time_s,Ux,Uy,Uz,T,p_rgh
24.8718,0.01055561869,0.006345174321,0.006118106671,0.004198739763,0.03376549162
24.9608,0.01053713285,0.006320443788,0.006079462329,0.004212262754,0.03417811182
25.0498,0.01045879963,0.006260986393,0.006013324866,0.004204207701,0.03448910362
25.1387,0.01037577865,0.00620126055,0.005955969067,0.004194611126,0.03471282762
25.2277,0.01027737783,0.006151292295,0.005900202714,0.004184898639,0.03484226064
25.3167,0.01017852914,0.006100622517,0.005844313139,0.004170662684,0.0349077019
25.4057,0.01007120398,0.006047685648,0.005786178299,0.004153357304,0.03497616461
25.4947,0.009951792722,0.006004314256,0.00572603462,0.004144267814,0.03504708819
25.5837,0.009838287704,0.005956822917,0.005675699319,0.004119429897,0.03511808916
25.6727,0.009729197766,0.005919574881,0.005633654707,0.004102469799,0.03517632295
25.7611,0.009565529805,0.005850186948,0.005567353536,0.00405630488,0.03508418167
25.8496,0.009445439003,0.005809149259,0.005527743067,0.004037251631,0.03512732211
25.938,0.009329453501,0.005768138484,0.005494412718,0.004012654118,0.03516802461
26.0264,0.009211030439,0.00573302644,0.005458948446,0.003988582638,0.03536176156
26.1143,0.01065652385,0.007035332001,0.00611668874,0.003950036243,0.04329703043
26.2022,0.01158669277,0.007689015148,0.007571079079,0.003941802568,0.03858038046
26.2901,0.009137801356,0.005819412099,0.005392909943,0.00391275762,0.03617951049
26.3774,0.008986718264,0.005780407197,0.005411416538,0.003873438227,0.03610813812
26.4647,0.00872974649,0.005556932986,0.005253702267,0.003858957231,0.03592748557
26.5521,0.0101961673,0.006847725769,0.005840001063,0.003836738898,0.04375309109
26.6388,0.01120601086,0.007546559104,0.007473488217,0.003811359058,0.03850998329
26.7256,0.008675880298,0.005562189494,0.005166254479,0.003799349821,0.03601583713
26.8118,0.008538711827,0.005479678925,0.00518469832,0.003754932951,0.03585535921
26.898,0.009879251158,0.006353948678,0.005689225408,0.003738174736,0.03961828954
26.9842,0.009237269722,0.006043501129,0.005873380595,0.003726556687,0.03712334201
27.0698,0.009597583752,0.00619165812,0.005546912397,0.003691653522,0.0393042172
27.1554,0.008958679895,0.005837433776,0.00569172052,0.00367699804,0.03684637453
27.2405,0.009240442936,0.006310660271,0.005444698457,0.003645864687,0.04314202212
27.3256,0.01045703455,0.007008044302,0.007114277049,0.003629727729,0.03815844707
27.4101,0.008160867669,0.005264747371,0.004912197565,0.003601455213,0.03579508327
27.4946,0.009244575552,0.006334930048,0.005399092972,0.003571608899,0.04369529122
27.5785,0.01041167168,0.00699703873,0.007193884262,0.003561035117,0.03839396367
27.6624,0.00799683213,0.005196776431,0.004853985725,0.003522883533,0.0359943514
27.7463,0.007862090822,0.005079128538,0.004864593018,0.003519417073,0.03610030301
27.8297,0.009226973226,0.006309289604,0.005352279301,0.00346816979,0.04400373944
27.9131,0.01046732517,0.007088880705,0.007372694171,0.003470047526,0.03909547886
27.9959,0.007723020488,0.005158403391,0.004801347468,0.003422822909,0.03625781025
28.0786,0.007604852233,0.005066555217,0.004810368135,0.003407536826,0.0359077245
28.1614,0.007402145435,0.005013376202,0.004777953828,0.00338523887,0.03532391349
28.2442,0.009198919593,0.00645919669,0.00541140241,0.003374954002,0.04356264433
28.327,0.01037987191,0.00723991141,0.007472549849,0.00336550404,0.0384839737
28.4098,0.007537735136,0.005372175099,0.004889276279,0.003353140859,0.03590978958
28.4926,0.007461647556,0.005319136352,0.004899209939,0.003340150427,0.03600594323
28.5754,0.007292142338,0.005303845968,0.004885147666,0.003335808838,0.0359043491
28.6581,0.00723850083,0.005350126916,0.00492240693,0.003325188941,0.03587449048
28.7415,0.009350813817,0.006475936488,0.005639733325,0.003347457726,0.04017880634
