# F28 duct inner/outer surfaces and the O-band boundary C'.
# Actuator-disk representation; no rotor.
x_m,r_inner_m,r_outer_m,r_cprime_inner_m,r_cprime_outer_m
0.0147,0.127097383986,0.147868697478,0.124713596633,0.150620494181
0.0148,0.127067869472,0.147891666491,0.124678674805,0.150636735573
0.0149,0.127038615043,0.147914518305,0.124644172219,0.150652836947
0.015,0.127009618943,0.147937253933,0.124610085351,0.150668804959
0.0151,0.126980879446,0.147959874371,0.124576410673,0.150684646267
0.0152,0.126952394856,0.147982380597,0.124543144661,0.150700367525
0.0153,0.126924163507,0.148004773576,0.12451028379,0.150715975391
0.0154,0.126896183762,0.148027054254,0.124477824532,0.15073147652
0.0155,0.126868454013,0.148049223565,0.124445763363,0.150746877569
0.0156,0.12684097268,0.148071282426,0.124414096758,0.150762185194
0.0157,0.12681373821,0.14809323174,0.12438282119,0.150777406051
0.0158,0.126786749075,0.148115072396,0.124351933133,0.150792546796
0.0159,0.126760003776,0.14813680527,0.124321429063,0.150807614086
0.016,0.126733500839,0.148158431222,0.124291305453,0.150822614576
0.0161,0.126707238812,0.1481799511,0.124261558779,0.150837554923
0.0162,0.126681216272,0.14820136574,0.124232185513,0.150852441783
0.0163,0.126655431817,0.148222675963,0.124203182131,0.150867281813
0.0164,0.126629884069,0.14824388258,0.124174545107,0.150882081668
0.0165,0.126604571675,0.148264986388,0.124146270916,0.150896848005
