# Region            : cellZone slabA
# Cells             : 26
# Volume            : 7.139798445863e-09
# Time              	volAverage(p)
614                 	8.472929667187e+03
615                 	8.472929667009e+03
616                 	8.472929667056e+03
617                 	8.472929667142e+03
618                 	8.472929667098e+03
619                 	8.472929667262e+03
620                 	8.472929666985e+03
621                 	8.472929667084e+03
622                 	8.472929666838e+03
623                 	8.472929667127e+03
624                 	8.472929667227e+03
625                 	8.472929667021e+03
626                 	8.472929667016e+03
627                 	8.472929667094e+03
628                 	8.472929666975e+03
629                 	8.472929666983e+03
630                 	8.472929667159e+03
631                 	8.472929666943e+03
632                 	8.472929667009e+03
633                 	8.472929667250e+03
634                 	8.472929667154e+03
635                 	8.472929667069e+03
636                 	8.472929667031e+03
637                 	8.472929666917e+03
638                 	8.472929667250e+03
639                 	8.472929666964e+03
640                 	8.472929666971e+03
641                 	8.472929666993e+03
642                 	8.472929667168e+03
643                 	8.472929667202e+03
644                 	8.472929667068e+03
645                 	8.472929667106e+03
646                 	8.472929667133e+03
647                 	8.472929667098e+03
648                 	8.472929666796e+03
649                 	8.472929667083e+03
650                 	8.472929667213e+03
651                 	8.472929667524e+03
652                 	8.472929667133e+03
653                 	8.472929666627e+03
654                 	8.472929666677e+03
655                 	8.472929666882e+03
656                 	8.472929667189e+03
657                 	8.472929667437e+03
658                 	8.472929667215e+03
659                 	8.472929666880e+03
660                 	8.472929666977e+03
661                 	8.472929667149e+03
662                 	8.472929667048e+03
663                 	8.472929667171e+03
664                 	8.472929667137e+03
665                 	8.472929666815e+03
666                 	8.472929667128e+03
667                 	8.472929667227e+03
668                 	8.472929667143e+03
669                 	8.472929666920e+03
670                 	8.472929666980e+03
671                 	8.472929667254e+03
672                 	8.472929667060e+03
673                 	8.472929667130e+03
674                 	8.472929667018e+03
675                 	8.472929667124e+03
676                 	8.472929666892e+03
677                 	8.472929666763e+03
678                 	8.472929666976e+03
679                 	8.472929667251e+03
680                 	8.472929667239e+03
681                 	8.472929667115e+03
682                 	8.472929667213e+03
683                 	8.472929666923e+03
684                 	8.472929666991e+03
685                 	8.472929666929e+03
686                 	8.472929667139e+03
687                 	8.472929667067e+03
688                 	8.472929667242e+03
689                 	8.472929667221e+03
690                 	8.472929666991e+03
691                 	8.472929666931e+03
692                 	8.472929667014e+03
693                 	8.472929667105e+03
694                 	8.472929667067e+03
695                 	8.472929667236e+03
696                 	8.472929667135e+03
697                 	8.472929666969e+03
698                 	8.472929666897e+03
699                 	8.472929667191e+03
700                 	8.472929666980e+03
701                 	8.472929667160e+03
702                 	8.472929667235e+03
703                 	8.472929667019e+03
704                 	8.472929666943e+03
705                 	8.472929667167e+03
706                 	8.472929666882e+03
707                 	8.472929667035e+03
708                 	8.472929667215e+03
709                 	8.472929667240e+03
710                 	8.472929667050e+03
711                 	8.472929666924e+03
712                 	8.472929667009e+03
713                 	8.472929666891e+03
714                 	8.472929667133e+03
715                 	8.472929667457e+03
716                 	8.472929667311e+03
717                 	8.472929666665e+03
718                 	8.472929666838e+03
719                 	8.472929667025e+03
720                 	8.472929667289e+03
721                 	8.472929667147e+03
722                 	8.472929666838e+03
723                 	8.472929666892e+03
724                 	8.472929667175e+03
725                 	8.472929667165e+03
726                 	8.472929667179e+03
727                 	8.472929667188e+03
728                 	8.472929667057e+03
729                 	8.472929667062e+03
730                 	8.472929666857e+03
731                 	8.472929666975e+03
732                 	8.472929667313e+03
733                 	8.472929667231e+03
734                 	8.472929666829e+03
735                 	8.472929666955e+03
736                 	8.472929667151e+03
737                 	8.472929667288e+03
738                 	8.472929667118e+03
739                 	8.472929666938e+03
740                 	8.472929666954e+03
741                 	8.472929666988e+03
742                 	8.472929667201e+03
743                 	8.472929667058e+03
744                 	8.472929667133e+03
745                 	8.472929666951e+03
746                 	8.472929667010e+03
747                 	8.472929667132e+03
748                 	8.472929667025e+03
749                 	8.472929667201e+03
750                 	8.472929667113e+03
751                 	8.472929666870e+03
752                 	8.472929667153e+03
753                 	8.472929667040e+03
754                 	8.472929667096e+03
755                 	8.472929667203e+03
756                 	8.472929667097e+03
757                 	8.472929667280e+03
758                 	8.472929667064e+03
759                 	8.472929666763e+03
760                 	8.472929666890e+03
761                 	8.472929667427e+03
762                 	8.472929666998e+03
763                 	8.472929667007e+03
764                 	8.472929666981e+03
765                 	8.472929666865e+03
766                 	8.472929667184e+03
767                 	8.472929667141e+03
768                 	8.472929667324e+03
769                 	8.472929667066e+03
770                 	8.472929666891e+03
771                 	8.472929667033e+03
772                 	8.472929667224e+03
773                 	8.472929667149e+03
774                 	8.472929667038e+03
775                 	8.472929667131e+03
776                 	8.472929666919e+03
777                 	8.472929666910e+03
778                 	8.472929667076e+03
779                 	8.472929667104e+03
780                 	8.472929667196e+03
781                 	8.472929667050e+03
782                 	8.472929666964e+03
783                 	8.472929666991e+03
784                 	8.472929667107e+03
785                 	8.472929667192e+03
786                 	8.472929666925e+03
787                 	8.472929667121e+03
788                 	8.472929667170e+03
789                 	8.472929667058e+03
790                 	8.472929666951e+03
791                 	8.472929667181e+03
792                 	8.472929667176e+03
793                 	8.472929667063e+03
794                 	8.472929667029e+03
795                 	8.472929666944e+03
796                 	8.472929667004e+03
797                 	8.472929666974e+03
798                 	8.472929667298e+03
799                 	8.472929667061e+03
800                 	8.472929667095e+03
801                 	8.472929666762e+03
802                 	8.472929667014e+03
803                 	8.472929667319e+03
804                 	8.472929667231e+03
805                 	8.472929667043e+03
806                 	8.472929666944e+03
807                 	8.472929667053e+03
808                 	8.472929666996e+03
809                 	8.472929667221e+03
810                 	8.472929667141e+03
811                 	8.472929667045e+03
812                 	8.472929666851e+03
813                 	8.472929667117e+03
814                 	8.472929667135e+03
815                 	8.472929667327e+03
816                 	8.472929666944e+03
817                 	8.472929666750e+03
818                 	8.472929666962e+03
819                 	8.472929667382e+03
820                 	8.472929667217e+03
821                 	8.472929666942e+03
822                 	8.472929667102e+03
823                 	8.472929667060e+03
824                 	8.472929667085e+03
825                 	8.472929667050e+03
826                 	8.472929667126e+03
827                 	8.472929666806e+03
828                 	8.472929667068e+03
829                 	8.472929667255e+03
830                 	8.472929667272e+03
831                 	8.472929666982e+03
832                 	8.472929666709e+03
833                 	8.472929666962e+03
834                 	8.472929667153e+03
835                 	8.472929667349e+03
836                 	8.472929667166e+03
837                 	8.472929667200e+03
838                 	8.472929666999e+03
839                 	8.472929667083e+03
840                 	8.472929666988e+03
841                 	8.472929666901e+03
842                 	8.472929667225e+03
843                 	8.472929666997e+03
844                 	8.472929666830e+03
845                 	8.472929667123e+03
846                 	8.472929667350e+03
847                 	8.472929667042e+03
848                 	8.472929666961e+03
849                 	8.472929667123e+03
850                 	8.472929667131e+03
851                 	8.472929667199e+03
852                 	8.472929667033e+03
853                 	8.472929666734e+03
854                 	8.472929666946e+03
855                 	8.472929667138e+03
856                 	8.472929667349e+03
857                 	8.472929667099e+03
858                 	8.472929667229e+03
859                 	8.472929666901e+03
860                 	8.472929666952e+03
861                 	8.472929666997e+03
862                 	8.472929666988e+03
863                 	8.472929667154e+03
864                 	8.472929667098e+03
865                 	8.472929666970e+03
866                 	8.472929667161e+03
867                 	8.472929667214e+03
868                 	8.472929666985e+03
869                 	8.472929666970e+03
870                 	8.472929666953e+03
871                 	8.472929667201e+03
872                 	8.472929667197e+03
873                 	8.472929667156e+03
874                 	8.472929666845e+03
875                 	8.472929666867e+03
876                 	8.472929667083e+03
877                 	8.472929667147e+03
878                 	8.472929667150e+03
879                 	8.472929667168e+03
880                 	8.472929667047e+03
881                 	8.472929666997e+03
882                 	8.472929667102e+03
883                 	8.472929667088e+03
884                 	8.472929666982e+03
885                 	8.472929667137e+03
886                 	8.472929667188e+03
887                 	8.472929667122e+03
888                 	8.472929667177e+03
889                 	8.472929666885e+03
890                 	8.472929666888e+03
891                 	8.472929667025e+03
892                 	8.472929667121e+03
893                 	8.472929667085e+03
894                 	8.472929667070e+03
895                 	8.472929667087e+03
896                 	8.472929667069e+03
897                 	8.472929667085e+03
898                 	8.472929667140e+03
899                 	8.472929667157e+03
900                 	8.472929667031e+03
901                 	8.472929667059e+03
902                 	8.472929666940e+03
