eta,surface,source,x_over_c,Cp
0.8,upper,tunnel,0.0,0.752
0.8,upper,tunnel,0.0021,0.304
0.8,upper,tunnel,0.00893,-0.324
0.8,upper,tunnel,0.02012,-0.976
0.8,upper,tunnel,0.0353,-1.206
0.8,upper,tunnel,0.06011,-1.161
0.8,upper,tunnel,0.10019,-1.058
0.8,upper,tunnel,0.15024,-0.996
0.8,upper,tunnel,0.20016,-0.954
0.8,upper,tunnel,0.25021,-0.618
0.8,upper,tunnel,0.30021,-0.628
0.8,upper,tunnel,0.35015,-0.677
0.8,upper,tunnel,0.39977,-0.303
0.8,upper,tunnel,0.45009,-0.245
0.8,upper,tunnel,0.5002,-0.244
0.8,upper,tunnel,0.55033,-0.222
0.8,upper,tunnel,0.60018,-0.181
0.8,upper,tunnel,0.65015,-0.139
0.8,upper,tunnel,0.70977,-0.097
0.8,upper,tunnel,0.78012,-0.031
0.8,upper,tunnel,0.8501,0.043
0.8,upper,tunnel,0.92005,0.132
0.8,upper,tunnel,0.98498,0.225
0.8,lower,cfd,0.00010756133997347206,0.7808396816253662
0.8,lower,cfd,0.0004359306185506284,0.8070597648620605
0.8,lower,cfd,0.0010025304509326816,0.8044382929801941
0.8,lower,cfd,0.0018378043314442039,0.7748365998268127
0.8,lower,cfd,0.0029881512746214867,0.721370279788971
0.8,lower,cfd,0.004518585279583931,0.6436030864715576
0.8,lower,cfd,0.006518877577036619,0.5413692593574524
0.8,lower,cfd,0.009109795093536377,0.41588619351387024
0.8,lower,cfd,0.012453091330826283,0.2740843892097473
0.8,lower,cfd,0.01676388829946518,0.1336572766304016
0.8,lower,cfd,0.02232581004500389,0.028241679072380066
0.8,lower,cfd,0.02951105497777462,-0.02040090225636959
0.8,lower,cfd,0.03880231827497482,-0.025165896862745285
0.8,lower,cfd,0.05081626772880554,-0.021739795804023743
0.8,lower,cfd,0.06632399559020996,-0.036946602165699005
0.8,lower,cfd,0.08625796437263489,-0.06806928664445877
0.8,lower,cfd,0.11169268935918808,-0.1037009134888649
0.8,lower,cfd,0.14377650618553162,-0.13969208300113678
0.8,lower,cfd,0.18359161913394928,-0.17591756582260132
0.8,lower,cfd,0.23192636668682098,-0.21294623613357544
0.8,lower,cfd,0.288974791765213,-0.24964819848537445
0.8,lower,cfd,0.354031503200531,-0.2775442600250244
0.8,lower,cfd,0.4253067970275879,-0.28547507524490356
0.8,lower,cfd,0.5000000596046448,-0.26975661516189575
0.8,lower,cfd,0.5746932625770569,-0.22697250545024872
0.8,lower,cfd,0.6459685564041138,-0.16374683380126953
0.8,lower,cfd,0.7110252976417542,-0.10184459388256073
0.8,lower,cfd,0.7680737376213074,-0.053461506962776184
0.8,lower,cfd,0.8164084553718567,-0.01478317379951477
0.8,lower,cfd,0.8562235832214355,0.021817488595843315
0.8,lower,cfd,0.8883073329925537,0.059019677340984344
0.8,lower,cfd,0.9137420654296875,0.0946090966463089
0.8,lower,cfd,0.93367600440979,0.1262107491493225
0.8,lower,cfd,0.9491837024688721,0.15290454030036926
0.8,lower,cfd,0.9611977934837341,0.17459352314472198
0.8,lower,cfd,0.970488965511322,0.1921648532152176
0.8,lower,cfd,0.9776741862297058,0.2069835066795349
0.8,lower,cfd,0.9832361936569214,0.21966540813446045
0.8,lower,cfd,0.9875469207763672,0.2305433601140976
0.8,lower,cfd,0.9908902049064636,0.23987482488155365
0.8,lower,cfd,0.9934812188148499,0.24785299599170685
0.8,lower,cfd,0.9954813122749329,0.25476959347724915
0.8,lower,cfd,0.9970119595527649,0.2608039379119873
0.8,lower,cfd,0.9981622099876404,0.26624423265457153
