# y+ ()             
# Time              	patch               	min                 	max                 	average             
8000                	walls	2.528946019850e+01	3.722081150802e+01	3.706274269678e+01
8200                	walls	2.528946019852e+01	3.722081150802e+01	3.706274269679e+01
8400                	walls	2.528946019852e+01	3.722081150802e+01	3.706274269678e+01
8600                	walls	2.528946019852e+01	3.722081150802e+01	3.706274269678e+01
8800                	walls	2.528946019854e+01	3.722081150802e+01	3.706274269678e+01
9000                	walls	2.528946019850e+01	3.722081150802e+01	3.706274269679e+01
9200                	walls	2.528946019856e+01	3.722081150802e+01	3.706274269678e+01
9400                	walls	2.528946019850e+01	3.722081150802e+01	3.706274269679e+01
9600                	walls	2.528946019850e+01	3.722081150802e+01	3.706274269679e+01
9800                	walls	2.528946019852e+01	3.722081150802e+01	3.706274269679e+01
10000               	walls	2.528946019852e+01	3.722081150802e+01	3.706274269678e+01
10200               	walls	2.528946019851e+01	3.722081150801e+01	3.706274269677e+01
10400               	walls	2.528946019853e+01	3.722081150802e+01	3.706274269679e+01
10600               	walls	2.528946019851e+01	3.722081150801e+01	3.706274269677e+01
10800               	walls	2.528946019851e+01	3.722081150803e+01	3.706274269678e+01
11000               	walls	2.528946019851e+01	3.722081150801e+01	3.706274269678e+01
11200               	walls	2.528946019850e+01	3.722081150802e+01	3.706274269678e+01
11400               	walls	2.528946019851e+01	3.722081150801e+01	3.706274269678e+01
11600               	walls	2.528946019852e+01	3.722081150802e+01	3.706274269678e+01
11800               	walls	2.528946019852e+01	3.722081150803e+01	3.706274269679e+01
12000               	walls	2.528946019853e+01	3.722081150802e+01	3.706274269678e+01
12200               	walls	2.528946019852e+01	3.722081150802e+01	3.706274269679e+01
12400               	walls	2.528946019849e+01	3.722081150802e+01	3.706274269679e+01
12600               	walls	2.528946019851e+01	3.722081150802e+01	3.706274269679e+01
12800               	walls	2.528946019851e+01	3.722081150802e+01	3.706274269679e+01
13000               	walls	2.528946019851e+01	3.722081150802e+01	3.706274269678e+01
13200               	walls	2.528946019851e+01	3.722081150802e+01	3.706274269679e+01
13400               	walls	2.528946019851e+01	3.722081150802e+01	3.706274269678e+01
13600               	walls	2.528946019852e+01	3.722081150802e+01	3.706274269678e+01
13800               	walls	2.528946019849e+01	3.722081150802e+01	3.706274269678e+01
14000               	walls	2.528946019849e+01	3.722081150801e+01	3.706274269678e+01
14200               	walls	2.528946019852e+01	3.722081150802e+01	3.706274269678e+01
14400               	walls	2.528946019850e+01	3.722081150803e+01	3.706274269679e+01
14600               	walls	2.528946019850e+01	3.722081150802e+01	3.706274269678e+01
14800               	walls	2.528946019852e+01	3.722081150803e+01	3.706274269679e+01
15000               	walls	2.528946019851e+01	3.722081150802e+01	3.706274269678e+01
15200               	walls	2.528946019849e+01	3.722081150802e+01	3.706274269678e+01
15400               	walls	2.528946019853e+01	3.722081150802e+01	3.706274269678e+01
15600               	walls	2.528946019850e+01	3.722081150802e+01	3.706274269678e+01
15800               	walls	2.528946019852e+01	3.722081150803e+01	3.706274269679e+01
16000               	walls	2.528946019851e+01	3.722081150802e+01	3.706274269679e+01
16200               	walls	2.528946019850e+01	3.722081150802e+01	3.706274269678e+01
16400               	walls	2.528946019853e+01	3.722081150802e+01	3.706274269678e+01
16600               	walls	2.528946019850e+01	3.722081150802e+01	3.706274269678e+01
16800               	walls	2.528946019850e+01	3.722081150802e+01	3.706274269679e+01
17000               	walls	2.528946019852e+01	3.722081150802e+01	3.706274269679e+01
17200               	walls	2.528946019852e+01	3.722081150801e+01	3.706274269677e+01
17400               	walls	2.528946019851e+01	3.722081150802e+01	3.706274269678e+01
17600               	walls	2.528946019852e+01	3.722081150803e+01	3.706274269679e+01
17800               	walls	2.528946019849e+01	3.722081150802e+01	3.706274269678e+01
18000               	walls	2.528946019852e+01	3.722081150801e+01	3.706274269677e+01
