# Region            : cellZone slabB
# Cells             : 30
# Volume            : 6.972459419800e-09
# Time              	volAverage(p)
564                 	1.654606384893e+03
565                 	1.654606384919e+03
566                 	1.654606384907e+03
567                 	1.654606384889e+03
568                 	1.654606384890e+03
569                 	1.654606384900e+03
570                 	1.654606384908e+03
571                 	1.654606384919e+03
572                 	1.654606384890e+03
573                 	1.654606384876e+03
574                 	1.654606384888e+03
575                 	1.654606384898e+03
576                 	1.654606384911e+03
577                 	1.654606384919e+03
578                 	1.654606384904e+03
579                 	1.654606384876e+03
580                 	1.654606384891e+03
581                 	1.654606384891e+03
582                 	1.654606384916e+03
583                 	1.654606384910e+03
584                 	1.654606384882e+03
585                 	1.654606384887e+03
586                 	1.654606384897e+03
587                 	1.654606384905e+03
588                 	1.654606384925e+03
589                 	1.654606384898e+03
590                 	1.654606384888e+03
591                 	1.654606384888e+03
592                 	1.654606384898e+03
593                 	1.654606384892e+03
594                 	1.654606384913e+03
595                 	1.654606384895e+03
596                 	1.654606384904e+03
597                 	1.654606384901e+03
598                 	1.654606384898e+03
599                 	1.654606384884e+03
600                 	1.654606384888e+03
601                 	1.654606384894e+03
602                 	1.654606384914e+03
603                 	1.654606384905e+03
604                 	1.654606384890e+03
605                 	1.654606384892e+03
606                 	1.654606384901e+03
607                 	1.654606384901e+03
608                 	1.654606384910e+03
609                 	1.654606384907e+03
610                 	1.654606384884e+03
611                 	1.654606384882e+03
612                 	1.654606384911e+03
613                 	1.654606384908e+03
614                 	1.654606384908e+03
615                 	1.654606384893e+03
616                 	1.654606384880e+03
617                 	1.654606384888e+03
618                 	1.654606384914e+03
619                 	1.654606384924e+03
620                 	1.654606384904e+03
621                 	1.654606384879e+03
622                 	1.654606384886e+03
623                 	1.654606384894e+03
624                 	1.654606384895e+03
625                 	1.654606384893e+03
626                 	1.654606384904e+03
627                 	1.654606384906e+03
628                 	1.654606384916e+03
629                 	1.654606384909e+03
630                 	1.654606384900e+03
631                 	1.654606384872e+03
632                 	1.654606384886e+03
633                 	1.654606384890e+03
634                 	1.654606384912e+03
635                 	1.654606384913e+03
636                 	1.654606384914e+03
637                 	1.654606384903e+03
638                 	1.654606384883e+03
639                 	1.654606384881e+03
640                 	1.654606384890e+03
641                 	1.654606384900e+03
642                 	1.654606384917e+03
643                 	1.654606384909e+03
644                 	1.654606384888e+03
645                 	1.654606384885e+03
646                 	1.654606384896e+03
647                 	1.654606384908e+03
648                 	1.654606384898e+03
649                 	1.654606384890e+03
650                 	1.654606384906e+03
651                 	1.654606384906e+03
652                 	1.654606384900e+03
653                 	1.654606384902e+03
654                 	1.654606384882e+03
655                 	1.654606384885e+03
656                 	1.654606384896e+03
657                 	1.654606384913e+03
658                 	1.654606384902e+03
659                 	1.654606384901e+03
660                 	1.654606384888e+03
661                 	1.654606384895e+03
662                 	1.654606384896e+03
663                 	1.654606384903e+03
664                 	1.654606384907e+03
665                 	1.654606384894e+03
666                 	1.654606384889e+03
667                 	1.654606384906e+03
668                 	1.654606384926e+03
669                 	1.654606384896e+03
670                 	1.654606384872e+03
671                 	1.654606384877e+03
672                 	1.654606384904e+03
673                 	1.654606384913e+03
674                 	1.654606384921e+03
