mesh_cell_index,x_min_m,x_max_m,y_min_m,y_max_m,module_cell,T_K_at_t_0s,T_K_at_t_30s,T_K_at_t_60s,T_K_at_t_120s,T_K_at_t_300s,T_K_at_t_900s
123,0.015000000,0.020000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
124,0.020000000,0.025000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
125,0.025000000,0.030000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
126,0.030000000,0.035000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
127,0.035000000,0.040000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
128,0.040000000,0.045000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
129,0.045000000,0.050000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
130,0.050000000,0.055000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
131,0.055000000,0.060000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
132,0.060000000,0.065000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
133,0.065000000,0.070000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
134,0.070000000,0.075000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
135,0.075000000,0.080000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
136,0.080000000,0.085000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
137,0.085000000,0.090000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
138,0.090000000,0.095000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
139,0.095000000,0.100000000,0.033000000,0.038000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
140,0.000000000,0.005000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
141,0.005000000,0.010000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
142,0.010000000,0.015000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
143,0.015000000,0.020000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
144,0.020000000,0.025000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
145,0.025000000,0.030000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
146,0.030000000,0.035000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
147,0.035000000,0.040000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
148,0.040000000,0.045000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
149,0.045000000,0.050000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
150,0.050000000,0.055000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
151,0.055000000,0.060000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
152,0.060000000,0.065000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
153,0.065000000,0.070000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
154,0.070000000,0.075000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
155,0.075000000,0.080000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
156,0.080000000,0.085000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
157,0.085000000,0.090000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
158,0.090000000,0.095000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
159,0.095000000,0.100000000,0.038000000,0.043000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
160,0.000000000,0.005000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
161,0.005000000,0.010000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
162,0.010000000,0.015000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
163,0.015000000,0.020000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
164,0.020000000,0.025000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
165,0.025000000,0.030000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
166,0.030000000,0.035000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
167,0.035000000,0.040000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
168,0.040000000,0.045000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
169,0.045000000,0.050000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
170,0.050000000,0.055000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
171,0.055000000,0.060000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
172,0.060000000,0.065000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
173,0.065000000,0.070000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
174,0.070000000,0.075000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
175,0.075000000,0.080000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
176,0.080000000,0.085000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
177,0.085000000,0.090000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
178,0.090000000,0.095000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
179,0.095000000,0.100000000,0.043000000,0.048000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
180,0.000000000,0.005000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
181,0.005000000,0.010000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
182,0.010000000,0.015000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
183,0.015000000,0.020000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
184,0.020000000,0.025000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
185,0.025000000,0.030000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
186,0.030000000,0.035000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
187,0.035000000,0.040000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
188,0.040000000,0.045000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
189,0.045000000,0.050000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
190,0.050000000,0.055000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
191,0.055000000,0.060000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
192,0.060000000,0.065000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
193,0.065000000,0.070000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
194,0.070000000,0.075000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
195,0.075000000,0.080000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
196,0.080000000,0.085000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
197,0.085000000,0.090000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
198,0.090000000,0.095000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
199,0.095000000,0.100000000,0.048000000,0.053000000,2,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
200,0.000000000,0.005000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
201,0.005000000,0.010000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
202,0.010000000,0.015000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
203,0.015000000,0.020000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
204,0.020000000,0.025000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
205,0.025000000,0.030000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
206,0.030000000,0.035000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
207,0.035000000,0.040000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
208,0.040000000,0.045000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
209,0.045000000,0.050000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
210,0.050000000,0.055000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
211,0.055000000,0.060000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
212,0.060000000,0.065000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
213,0.065000000,0.070000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
214,0.070000000,0.075000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
215,0.075000000,0.080000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
216,0.080000000,0.085000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
217,0.085000000,0.090000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
218,0.090000000,0.095000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
219,0.095000000,0.100000000,0.053000000,0.058000000,2,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
220,0.000000000,0.005000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
221,0.005000000,0.010000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
222,0.010000000,0.015000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
223,0.015000000,0.020000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
224,0.020000000,0.025000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
225,0.025000000,0.030000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
226,0.030000000,0.035000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
227,0.035000000,0.040000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
228,0.040000000,0.045000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
229,0.045000000,0.050000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
230,0.050000000,0.055000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
231,0.055000000,0.060000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
232,0.060000000,0.065000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
233,0.065000000,0.070000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
234,0.070000000,0.075000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
235,0.075000000,0.080000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
236,0.080000000,0.085000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
237,0.085000000,0.090000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
238,0.090000000,0.095000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
239,0.095000000,0.100000000,0.058000000,0.063000000,2,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
240,0.000000000,0.005000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
241,0.005000000,0.010000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
242,0.010000000,0.015000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
243,0.015000000,0.020000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
244,0.020000000,0.025000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
245,0.025000000,0.030000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
246,0.030000000,0.035000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
247,0.035000000,0.040000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
248,0.040000000,0.045000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
249,0.045000000,0.050000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
250,0.050000000,0.055000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
251,0.055000000,0.060000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
252,0.060000000,0.065000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
253,0.065000000,0.070000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
254,0.070000000,0.075000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
255,0.075000000,0.080000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
256,0.080000000,0.085000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
257,0.085000000,0.090000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
258,0.090000000,0.095000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
259,0.095000000,0.100000000,0.066000000,0.071000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
260,0.000000000,0.005000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
261,0.005000000,0.010000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
262,0.010000000,0.015000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
263,0.015000000,0.020000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
264,0.020000000,0.025000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
265,0.025000000,0.030000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
266,0.030000000,0.035000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
267,0.035000000,0.040000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
268,0.040000000,0.045000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
269,0.045000000,0.050000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
270,0.050000000,0.055000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
271,0.055000000,0.060000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
272,0.060000000,0.065000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
273,0.065000000,0.070000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
274,0.070000000,0.075000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
275,0.075000000,0.080000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
276,0.080000000,0.085000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
277,0.085000000,0.090000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
278,0.090000000,0.095000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
279,0.095000000,0.100000000,0.071000000,0.076000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
280,0.000000000,0.005000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
281,0.005000000,0.010000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
282,0.010000000,0.015000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
283,0.015000000,0.020000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
284,0.020000000,0.025000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
285,0.025000000,0.030000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
286,0.030000000,0.035000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
287,0.035000000,0.040000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
288,0.040000000,0.045000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
289,0.045000000,0.050000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
290,0.050000000,0.055000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
291,0.055000000,0.060000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
292,0.060000000,0.065000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
293,0.065000000,0.070000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
294,0.070000000,0.075000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
295,0.075000000,0.080000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
296,0.080000000,0.085000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
297,0.085000000,0.090000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
298,0.090000000,0.095000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
299,0.095000000,0.100000000,0.076000000,0.081000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
300,0.000000000,0.005000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
301,0.005000000,0.010000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
302,0.010000000,0.015000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
303,0.015000000,0.020000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
304,0.020000000,0.025000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
305,0.025000000,0.030000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
306,0.030000000,0.035000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
307,0.035000000,0.040000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
308,0.040000000,0.045000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
309,0.045000000,0.050000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
310,0.050000000,0.055000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
311,0.055000000,0.060000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
312,0.060000000,0.065000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
313,0.065000000,0.070000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
314,0.070000000,0.075000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
315,0.075000000,0.080000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
316,0.080000000,0.085000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
317,0.085000000,0.090000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
318,0.090000000,0.095000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
319,0.095000000,0.100000000,0.081000000,0.086000000,3,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
320,0.000000000,0.005000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
321,0.005000000,0.010000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
322,0.010000000,0.015000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
323,0.015000000,0.020000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
324,0.020000000,0.025000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
325,0.025000000,0.030000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
326,0.030000000,0.035000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
327,0.035000000,0.040000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
328,0.040000000,0.045000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
329,0.045000000,0.050000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
330,0.050000000,0.055000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
331,0.055000000,0.060000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
332,0.060000000,0.065000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
333,0.065000000,0.070000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
334,0.070000000,0.075000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
335,0.075000000,0.080000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
336,0.080000000,0.085000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
337,0.085000000,0.090000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
338,0.090000000,0.095000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
339,0.095000000,0.100000000,0.086000000,0.091000000,3,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
