# DIGITIZED from Wibron, Ljung and Lundstrom 2018, Energies 11(3):644, CC-BY.
# Source PDF sha256 4de4798ed5eed60feda123c7a2398674a6a9177f44906175847d90f5227d7b77
# Produced by docs/campaigns/F14-cooling-ladder/digitize_wibron2018.py --write
# NOT TABULATED IN THE PAPER.  Every value below is a figure reading.
# Digitisation increments, derived by the controls printed by the
# command above and restated here so no reader can quote a value
# finer than it was measured (L-28):
#   temperature  +-0.03 K      velocity  +-0.007 m/s      height  +-0.005 m
# More decimals are carried below only so the file round-trips; the
# graded value is the one at the increment.
# Figure 3a (four computed L1 profiles, RSM) and Figure 3b
# (fine-grid GCI band half-width).  ***NOT A REFERENCE VALUE.***
# The paper plots NO experiment in Figure 3; every column below is
# a CFD output or a discretisation-uncertainty estimate, and no gate
# row may be armed on any of them.  Curve-class increment +-0.0001
# m/s (control C5); heights +-0.005 m (control C6).
# Paper's own caveat, Sec. 4.1 p. 7: local order of accuracy p runs
# 0.0197 to 27.70, global average 6.583.
# height_m  v_coarse  v_medium  v_fine  v_extrapolated  gci_halfwidth   (m/s)
   1.5529    0.7261    0.6509    0.6124    0.6046    0.0098
   1.5592    0.7279    0.6526    0.6141    0.6063    0.0098
   1.5655    0.7298    0.6543    0.6158    0.6080    0.0098
   1.5718    0.7317    0.6560    0.6176    0.6097    0.0098
   1.5782    0.7336    0.6577    0.6193    0.6115    0.0098
   1.5845    0.7364    0.6594    0.6207    0.6129    0.0098
   1.5908    0.7375    0.6611    0.6216    0.6136    0.0100
   1.5971    0.7378    0.6596    0.6226    0.6151    0.0094
   1.6034    0.7381    0.6576    0.6236    0.6167    0.0087
   1.6097    0.7385    0.6557    0.6246    0.6182    0.0079
   1.6160    0.7394    0.6534    0.6262    0.6207    0.0069
   1.6223    0.7405    0.6475    0.6286    0.6248    0.0048
   1.6287    0.7418    0.6417    0.6311    0.6289    0.0027
   1.6350    0.7431    0.6360    0.6336    0.6331    0.0006
   1.6413    0.7444    0.6303    0.6361    0.6373    0.0015
   1.6476    0.7458    0.6275    0.6378    0.6399    0.0026
   1.6539    0.7473    0.6267    0.6362    0.6382    0.0024
   1.6602    0.7488    0.6258    0.6347    0.6365    0.0023
   1.6665    0.7503    0.6250    0.6331    0.6348    0.0021
   1.6728    0.7519    0.6241    0.6275    0.6282    0.0009
   1.6792    0.7536    0.6233    0.6217    0.6213    0.0004
   1.6855    0.7550    0.6225    0.6158    0.6145    0.0017
   1.6918    0.7572    0.6217    0.6100    0.6076    0.0030
   1.6981    0.7591    0.6209    0.6042    0.6008    0.0042
   1.7044    0.7613    0.6201    0.5985    0.5941    0.0055
   1.7107    0.7638    0.6194    0.5928    0.5874    0.0068
   1.7170    0.7662    0.6093    0.5875    0.5830    0.0056
   1.7233    0.7687    0.5956    0.5876    0.5860    0.0020
   1.7297    0.7683    0.5843    0.5876    0.5883    0.0008
   1.7360    0.7672    0.5742    0.5817    0.5832    0.0019
   1.7423    0.7660    0.5640    0.5756    0.5780    0.0030
   1.7486    0.7649    0.5540    0.5695    0.5726    0.0039
   1.7549    0.7637    0.5440    0.5626    0.5664    0.0047
   1.7612    0.7626    0.5343    0.5467    0.5493    0.0032
   1.7675    0.7601    0.5287    0.5310    0.5314    0.0006
   1.7738    0.7564    0.5233    0.5152    0.5136    0.0020
   1.7802    0.7531    0.5179    0.4996    0.4958    0.0047
   1.7865    0.7503    0.5127    0.4840    0.4781    0.0073
   1.7928    0.7476    0.5077    0.4685    0.4605    0.0100
   1.7991    0.7450    0.5039    0.4531    0.4427    0.0129
   1.8054    0.7424    0.5008    0.4377    0.4249    0.0160
   1.8117    0.7399    0.4977    0.4225    0.4072    0.0191
   1.8180    0.7374    0.4908    0.4090    0.3924    0.0208
   1.8243    0.7350    0.4838    0.3957    0.3778    0.0224
   1.8307    0.7327    0.4770    0.3824    0.3631    0.0241
   1.8370    0.7304    0.4704    0.3691    0.3484    0.0258
   1.8433    0.7281    0.4639    0.3558    0.3338    0.0275
   1.8496    0.7259    0.4573    0.3430    0.3197    0.0291
   1.8559    0.7247    0.4508    0.3282    0.3032    0.0312
   1.8622    0.7261    0.4442    0.3152    0.2890    0.0328
   1.8685    0.7276    0.4377    0.3052    0.2782    0.0337
   1.8748    0.7291    0.4265    0.2952    0.2685    0.0334
   1.8812    0.7306    0.4143    0.2840    0.2575    0.0331
   1.8875    0.7322    0.4022    0.2753    0.2495    0.0323
   1.8938    0.7337    0.3906    0.2666    0.2414    0.0315
   1.9001    0.7353    0.3815    0.2581    0.2330    0.0314
   1.9064    0.7369    0.3724    0.2499    0.2249    0.0312
   1.9127    0.7385    0.3634    0.2417    0.2169    0.0310
   1.9190    0.7402    0.3575    0.2336    0.2084    0.0315
   1.9253    0.7398    0.3520    0.2255    0.1998    0.0322
   1.9317    0.7360    0.3441    0.2175    0.1917    0.0322
   1.9380    0.7321    0.3363    0.2074    0.1812    0.0328
   1.9443    0.7271    0.3285    0.1946    0.1674    0.0340
   1.9506    0.7220    0.3207    0.1818    0.1536    0.0353
   1.9569    0.7170    0.3130    0.1690    0.1397    0.0366
   1.9632    0.7119    0.3053    0.1563    0.1259    0.0379
   1.9695    0.7069    0.2976    0.1442    0.1130    0.0390
   1.9758    0.7019    0.2900    0.1329    0.1010    0.0399
   1.9822    0.6969    0.2837    0.1249    0.0926    0.0404
   1.9885    0.6919    0.2785    0.1181    0.0855    0.0408
   1.9948    0.6869    0.2733    0.1159    0.0839    0.0400
   2.0011    0.6820    0.2681    0.1129    0.0813    0.0395
   2.0074    0.6770    0.2630    0.1096    0.0783    0.0390
   2.0137    0.6721    0.2569    0.1075    0.0771    0.0380
   2.0200    0.6672    0.2579    0.1073    0.0766    0.0383
   2.0263    0.6647    0.2583    0.1070    0.0763    0.0385
   2.0327    0.6625    0.2587    0.1068    0.0759    0.0386
   2.0390    0.6604    0.2592    0.1067    0.0756    0.0388
   2.0453    0.6588    0.2597    0.1065    0.0753    0.0390
   2.0516    0.6629    0.2602    0.0970    0.0637    0.0415
   2.0579    0.6670    0.2608    0.0857    0.0501    0.0445
   2.0642    0.6711    0.2615    0.0740    0.0358    0.0477
   2.0705    0.6752    0.2557    0.0602    0.0205    0.0497
   2.0769    0.6793    0.2493    0.0481    0.0071    0.0512
