# DIGITIZED from Wibron, Ljung and Lundstrom 2018, Energies 11(3):644, CC-BY.
# Source PDF sha256 4de4798ed5eed60feda123c7a2398674a6a9177f44906175847d90f5227d7b77
# Produced by docs/campaigns/F14-cooling-ladder/digitize_wibron2018.py --write
# NOT TABULATED IN THE PAPER.  Every value below is a figure reading.
# Digitisation increments, derived by the controls printed by the
# command above and restated here so no reader can quote a value
# finer than it was measured (L-28):
#   temperature  +-0.03 K      velocity  +-0.007 m/s      height  +-0.005 m
# More decimals are carried below only so the file round-trips; the
# graded value is the one at the increment.
# Figure 8a,b: computed velocity profiles at L1 and L2 with the
# comparison line moved 5, 10 and 15 cm toward the hot-aisle centre.
# ***NOT A REFERENCE VALUE.***  Figure 8's experiment markers are
# Figure 7a,b's markers (control C6 measures the identity), so this
# figure adds no measurement.  What it adds is the position
# sensitivity dv/dx that the K2c-A L1/L2/L4 row's mandatory +-0.15 m
# sweep is read against.  The turbulence model behind these curves is
# NOT STATED by the paper and control C9 does not identify it.
# Curve velocities carried at the +-0.007 m/s marker-placement bound
# of control C6, measured on this very figure; heights +-0.005 m.
# loc  shift_cm  height_m  velocity_mps
L2       5    0.4103    0.4362
L2       5    0.4166    0.4366
L2       5    0.4229    0.4370
L2       5    0.4293    0.4373
L2       5    0.4356    0.4382
L2       5    0.4419    0.4393
L2       5    0.4482    0.4398
L2       5    0.4545    0.4404
L2       5    0.4608    0.4411
L2       5    0.4671    0.4418
L2       5    0.4734    0.4428
L2       5    0.4798    0.4438
L2       5    0.4861    0.4448
L2       5    0.4924    0.4457
L2       5    0.4987    0.4468
L2       5    0.5050    0.4478
L2       5    0.5113    0.4488
L2       5    0.5176    0.4499
L2       5    0.5239    0.4509
L2       5    0.5303    0.4518
L2       5    0.5366    0.4525
L2       5    0.5429    0.4531
L2       5    0.5492    0.4538
L2       5    0.5555    0.4544
L2       5    0.5618    0.4547
L2       5    0.5681    0.4552
L2       5    0.5745    0.4559
L2       5    0.5808    0.4567
L2       5    0.5871    0.4575
L2       5    0.5934    0.4585
L2       5    0.5997    0.4597
L2       5    0.6060    0.4609
L2       5    0.6123    0.4622
L2       5    0.6186    0.4633
L2       5    0.6250    0.4643
L2       5    0.6313    0.4652
L2       5    0.6376    0.4663
L2       5    0.6439    0.4673
L2       5    0.6502    0.4683
L2       5    0.6565    0.4700
L2       5    0.6628    0.4717
L2       5    0.6691    0.4733
L2       5    0.6755    0.4751
L2       5    0.6818    0.4768
L2       5    0.6881    0.4785
L2       5    0.6944    0.4803
L2       5    0.7007    0.4823
L2       5    0.7070    0.4842
L2       5    0.7133    0.4853
L2       5    0.7196    0.4868
L2       5    0.7260    0.4885
L2       5    0.7323    0.4901
L2       5    0.7386    0.4918
L2       5    0.7449    0.4934
L2       5    0.7512    0.4951
L2       5    0.7575    0.4968
L2       5    0.7638    0.4988
L2       5    0.7701    0.5009
L2       5    0.7765    0.5029
L2       5    0.7828    0.5048
L2       5    0.7891    0.5067
L2       5    0.7954    0.5085
L2       5    0.8017    0.5104
L2       5    0.8080    0.5122
L2       5    0.8143    0.5141
L2       5    0.8206    0.5160
L2       5    0.8270    0.5178
L2       5    0.8333    0.5197
L2       5    0.8396    0.5215
L2       5    0.8459    0.5233
L2       5    0.8522    0.5249
L2       5    0.8585    0.5265
L2       5    0.8648    0.5280
L2       5    0.8711    0.5295
L2       5    0.8775    0.5311
L2       5    0.8838    0.5326
L2       5    0.8901    0.5342
L2       5    0.8964    0.5358
L2       5    0.9027    0.5374
L2       5    0.9090    0.5391
L2       5    0.9153    0.5409
L2       5    0.9216    0.5430
L2       5    0.9280    0.5446
L2       5    0.9343    0.5459
L2       5    0.9406    0.5473
L2       5    0.9469    0.5486
L2       5    0.9532    0.5500
L2       5    0.9595    0.5514
L2       5    0.9658    0.5532
L2       5    0.9721    0.5552
L2       5    0.9785    0.5573
L2       5    0.9848    0.5593
L2       5    0.9911    0.5614
L2       5    0.9974    0.5635
L2       5    1.0037    0.5655
L2       5    1.0100    0.5677
L2       5    1.0163    0.5701
L2       5    1.0226    0.5717
L2       5    1.0290    0.5734
L2       5    1.0353    0.5750
L2       5    1.0416    0.5764
L2       5    1.0479    0.5777
L2       5    1.0542    0.5790
L2       5    1.0605    0.5804
L2       5    1.0668    0.5817
L2       5    1.0731    0.5831
L2       5    1.0795    0.5844
L2       5    1.0858    0.5864
L2       5    1.0921    0.5904
L2       5    1.0984    0.5937
L2       5    1.1047    0.5958
L2       5    1.1110    0.5979
L2       5    1.1173    0.5999
L2       5    1.1236    0.6020
L2       5    1.1300    0.6041
L2       5    1.1363    0.6061
L2       5    1.1426    0.6082
L2       5    1.1489    0.6103
L2       5    1.1552    0.6120
L2       5    1.1615    0.6138
L2       5    1.1678    0.6159
L2       5    1.1741    0.6179
L2       5    1.1805    0.6204
L2       5    1.1868    0.6233
L2       5    1.1931    0.6262
L2       5    1.1994    0.6291
L2       5    1.2057    0.6320
L2       5    1.2120    0.6349
L2       5    1.2183    0.6379
L2       5    1.2246    0.6409
L2       5    1.2310    0.6439
L2       5    1.2373    0.6467
L2       5    1.2436    0.6485
L2       5    1.2499    0.6503
L2       5    1.2562    0.6520
L2       5    1.2625    0.6538
L2       5    1.2688    0.6556
L2       5    1.2751    0.6574
L2       5    1.2815    0.6592
L2       5    1.2878    0.6610
L2       5    1.2941    0.6627
L2       5    1.3004    0.6644
L2       5    1.3067    0.6665
L2       5    1.3130    0.6690
L2       5    1.3193    0.6716
L2       5    1.3257    0.6741
L2       5    1.3320    0.6766
L2       5    1.3383    0.6792
L2       5    1.3446    0.6812
L2       5    1.3509    0.6832
L2       5    1.3572    0.6851
L2       5    1.3635    0.6871
L2       5    1.3698    0.6891
L2       5    1.3762    0.6911
L2       5    1.3825    0.6930
L2       5    1.3888    0.6950
L2       5    1.3951    0.6972
L2       5    1.4014    0.7005
L2       5    1.4077    0.7028
L2       5    1.4140    0.7052
L2       5    1.4203    0.7078
L2       5    1.4267    0.7104
L2       5    1.4330    0.7130
L2       5    1.4393    0.7153
L2       5    1.4456    0.7175
L2       5    1.4519    0.7205
L2       5    1.4582    0.7237
L2       5    1.4645    0.7268
L2       5    1.4708    0.7297
L2       5    1.4772    0.7322
L2       5    1.4835    0.7346
L2       5    1.4898    0.7370
L2       5    1.4961    0.7395
L2       5    1.5024    0.7419
L2       5    1.5087    0.7449
L2       5    1.5150    0.7490
L2       5    1.5213    0.7532
L2       5    1.5277    0.7573
L2       5    1.5340    0.7602
L2       5    1.5403    0.7619
L2       5    1.5466    0.7635
L2       5    1.5529    0.7652
L2       5    1.5592    0.7682
L2       5    1.5655    0.7713
L2       5    1.5718    0.7744
L2       5    1.5782    0.7776
L2       5    1.5845    0.7808
L2       5    1.5908    0.7840
L2       5    1.5971    0.7873
L2       5    1.6034    0.7906
L2       5    1.6097    0.7939
L2       5    1.6160    0.7959
L2       5    1.6223    0.7973
L2       5    1.6287    0.7986
L2       5    1.6350    0.8000
L2       5    1.6413    0.8014
L2       5    1.6476    0.8029
L2       5    1.6539    0.8044
L2       5    1.6602    0.8059
L2       5    1.6665    0.8075
L2       5    1.6728    0.8089
L2       5    1.6792    0.8103
L2       5    1.6855    0.8113
L2       5    1.6918    0.8088
L2       5    1.6981    0.8062
L2       5    1.7044    0.8049
L2       5    1.7107    0.8057
L2       5    1.7170    0.8066
L2       5    1.7233    0.8075
L2       5    1.7297    0.8086
L2       5    1.7360    0.8098
L2       5    1.7423    0.8108
L2       5    1.7486    0.8104
L2       5    1.7549    0.8098
L2       5    1.7612    0.8093
L2       5    1.7675    0.8088
L2       5    1.7738    0.8074
L2       5    1.7802    0.8047
L2       5    1.7865    0.8022
L2       5    1.7928    0.8002
L2       5    1.7991    0.7986
L2       5    1.8054    0.7981
L2       5    1.8117    0.7976
L2       5    1.8180    0.7972
L2       5    1.8243    0.7967
L2       5    1.8307    0.7963
L2       5    1.8370    0.7959
L2       5    1.8433    0.7950
L2       5    1.8496    0.7917
L2       5    1.8559    0.7876
L2       5    1.8622    0.7857
L2       5    1.8685    0.7868
L2       5    1.8748    0.7880
L2       5    1.8812    0.7892
L2       5    1.8875    0.7905
L2       5    1.8938    0.7918
L2       5    1.9001    0.7926
L2       5    1.9064    0.7930
L2       5    1.9127    0.7934
L2       5    1.9190    0.7938
L2       5    1.9253    0.7942
L2       5    1.9317    0.7946
L2       5    1.9380    0.7951
L2       5    1.9443    0.7955
L2       5    1.9506    0.7959
L2       5    1.9569    0.7971
L2       5    1.9632    0.7998
L2       5    1.9695    0.8025
L2       5    1.9758    0.8052
L2       5    1.9822    0.8086
L2       5    1.9885    0.8121
L2       5    1.9948    0.8105
L2       5    2.0011    0.8081
L2       5    2.0074    0.8057
L2       5    2.0137    0.8042
L2       5    2.0200    0.8089
L2       5    2.0263    0.8137
L2       5    2.0327    0.8184
L2       5    2.0390    0.8232
L2       5    2.0453    0.8279
L2       5    2.0516    0.8352
L2       5    2.0579    0.8402
L2       5    2.0642    0.8410
L2       5    2.0705    0.8418
L2       5    2.0769    0.8426
L2       5    2.0832    0.8434
L2       5    2.0895    0.8445
L2       5    2.0958    0.8467
L2       5    2.1021    0.8489
L2       5    2.1084    0.8511
L2       5    2.1147    0.8533
L2       5    2.1210    0.8558
L2       5    2.1274    0.8586
L2       5    2.1337    0.8614
L2       5    2.1400    0.8642
L2       5    2.1463    0.8671
L2       5    2.1526    0.8697
L2       5    2.1589    0.8740
L2       5    2.1652    0.8796
L2       5    2.1715    0.8853
L2       5    2.1779    0.8909
L2       5    2.1842    0.8966
L2       5    2.1905    0.9023
L2       5    2.1968    0.9079
L2       5    2.2031    0.9136
L2       5    2.2094    0.9175
L2       5    2.2157    0.9214
L2       5    2.2220    0.9253
L2       5    2.2284    0.9292
L2       5    2.2347    0.9331
L2       5    2.2410    0.9371
L2       5    2.2473    0.9410
L2       5    2.2536    0.9449
L2       5    2.2599    0.9494
L2       5    2.2662    0.9541
L2       5    2.2725    0.9583
L2       5    2.2789    0.9604
L2       5    2.2852    0.9622
L2       5    2.2915    0.9640
L2       5    2.2978    0.9658
L2       5    2.3041    0.9676
L2       5    2.3104    0.9694
L2       5    2.3167    0.9712
L2       5    2.3230    0.9724
L2       5    2.3294    0.9715
L2       5    2.3357    0.9742
L2       5    2.3420    0.9779
L2       5    2.3483    0.9816
L2       5    2.3546    0.9854
L2       5    2.3609    0.9887
L2       5    2.3672    0.9920
L2       5    2.3735    0.9953
L2       5    2.3799    0.9964
L2       5    2.3862    0.9974
L2       5    2.3925    0.9983
L2       5    2.3988    0.9992
L2       5    2.4051    1.0021
L2       5    2.4114    1.0054
L2       5    2.4177    1.0088
L2       5    2.4241    1.0121
L2       5    2.4304    1.0155
L2       5    2.4367    1.0189
L2       5    2.4430    1.0201
L2       5    2.4493    1.0205
L2       5    2.4556    1.0209
L2       5    2.4619    1.0213
L2       5    2.4682    1.0217
L2       5    2.4746    1.0221
L2       5    2.4809    1.0228
L2       5    2.4872    1.0213
L2       5    2.4935    1.0195
L2       5    2.4998    1.0176
L2       5    2.5061    1.0165
L2       5    2.5124    1.0141
L2       5    2.5187    1.0103
L2       5    2.5251    1.0066
L2       5    2.5314    1.0028
L2       5    2.5377    0.9991
L2       5    2.5440    0.9954
L2       5    2.5503    0.9918
L2       5    2.5566    0.9882
L2       5    2.5629    0.9868
L2       5    2.5692    0.9859
L2       5    2.5756    0.9837
L2       5    2.5819    0.9807
L2       5    2.5882    0.9778
L2       5    2.5945    0.9748
L2       5    2.6008    0.9691
L2       5    2.6071    0.9624
L2       5    2.6134    0.9558
L2       5    2.6197    0.9495
L2       5    2.6261    0.9434
L2       5    2.6324    0.9372
L2       5    2.6387    0.9312
L2       5    2.6450    0.9253
L2       5    2.6513    0.9194
L2       5    2.6576    0.9136
L2       5    2.6639    0.9094
L2       5    2.6702    0.9050
L2       5    2.6765    0.9007
L2       5    2.6829    0.8965
L2       5    2.6892    0.8919
L2       5    2.6955    0.8875
L2       5    2.7018    0.8836
L2       5    2.7081    0.8800
L2       5    2.7144    0.8716
L2       5    2.7207    0.8633
L2       5    2.7270    0.8551
L2       5    2.7334    0.8472
L2       5    2.7397    0.8395
L2       5    2.7460    0.8314
L2       5    2.7523    0.8234
L2       5    2.7586    0.8143
L2       5    2.7649    0.8043
L2       5    2.7712    0.7947
L2       5    2.7775    0.7855
L2       5    2.7839    0.7767
L2       5    2.7902    0.7684
L2       5    2.7965    0.7604
L2       5    2.8028    0.7530
L2       5    2.8091    0.7460
L2       5    2.8154    0.7395
L2       5    2.8217    0.7333
L2       5    2.8281    0.7242
L2       5    2.8344    0.7154
L2       5    2.8407    0.7073
L2       5    2.8470    0.7001
L2       5    2.8533    0.6936
L2       5    2.8596    0.6881
L2       5    2.8659    0.6834
L2       5    2.8722    0.6798
L2       5    2.8786    0.6790
L2       5    2.8849    0.6807
L2       5    2.8912    0.6830
L2       5    2.8975    0.6858
L2       5    2.9038    0.6886
L2       5    2.9101    0.6920
L2       5    2.9164    0.6964
L2       5    2.9227    0.7016
L2       5    2.9291    0.7077
L2       5    2.9354    0.7146
L2       5    2.9417    0.7224
L2       5    2.9480    0.7309
L2       5    2.9543    0.7402
L2       5    2.9606    0.7503
L2       5    2.9669    0.7607
L2       5    2.9732    0.7705
L2       5    2.9796    0.7803
L2       5    2.9859    0.7903
L2       5    2.9922    0.7994
L2       5    2.9985    0.8083
L2       5    3.0048    0.8175
L2       5    3.0111    0.8269
L2       5    3.0174    0.8366
L2       5    3.0237    0.8465
L2       5    3.0301    0.8542
L2       5    3.0364    0.8607
L2       5    3.0427    0.8671
L2       5    3.0490    0.8737
L2       5    3.0553    0.8805
L2       5    3.0616    0.8875
L2       5    3.0679    0.8947
L2       5    3.0742    0.9010
L2       5    3.0806    0.9115
L2       5    3.0869    0.9271
L2       5    3.0932    0.9470
L2       5    3.0995    0.9777
L2       5    3.1058    1.0226
L2       5    3.1121    1.0752
L2       5    3.1184    1.1256
L2       5    3.1247    1.1784
L2       5    3.1311    1.2289
L2       5    3.1374    1.2752
L2       5    3.1437    0.8192
L2       5    3.1500    0.0008
L2      10   -0.0000    0.0000
L2      10    0.0063    0.2237
L2      10    0.0126    0.3293
L2      10    0.0189    0.3245
L2      10    0.0252    0.3171
L2      10    0.0316    0.3117
L2      10    0.0379    0.2955
L2      10    0.0442    0.2784
L2      10    0.0505    0.2688
L2      10    0.0568    0.2549
L2      10    0.0631    0.2571
L2      10    0.0694    0.2739
L2      10    0.0757    0.2788
L2      10    0.0821    0.2860
L2      10    0.0884    0.2954
L2      10    0.0947    0.3068
L2      10    0.1010    0.3199
L2      10    0.1073    0.3346
L2      10    0.1136    0.3506
L2      10    0.1199    0.3678
L2      10    0.1262    0.3867
L2      10    0.1326    0.4023
L2      10    0.1389    0.4054
L2      10    0.1452    0.4082
L2      10    0.1515    0.4109
L2      10    0.1578    0.4136
L2      10    0.1641    0.4165
L2      10    0.1704    0.4194
L2      10    0.1767    0.4224
L2      10    0.1831    0.4256
L2      10    0.1894    0.4288
L2      10    0.1957    0.4320
L2      10    0.2020    0.4354
L2      10    0.2083    0.4388
L2      10    0.2146    0.4391
L2      10    0.2209    0.4374
L2      10    0.2273    0.4357
L2      10    0.2336    0.4340
L2      10    0.2399    0.4323
L2      10    0.2462    0.4305
L2      10    0.2525    0.4286
L2      10    0.2588    0.4267
L2      10    0.2651    0.4249
L2      10    0.2714    0.4230
L2      10    0.2778    0.4212
L2      10    0.2841    0.4195
L2      10    0.2904    0.4177
L2      10    0.2967    0.4158
L2      10    0.3030    0.4137
L2      10    0.3093    0.4126
L2      10    0.3156    0.4118
L2      10    0.3219    0.4112
L2      10    0.3283    0.4105
L2      10    0.3346    0.4098
L2      10    0.3409    0.4091
L2      10    0.3472    0.4085
L2      10    0.3535    0.4079
L2      10    0.3598    0.4073
L2      10    0.3661    0.4068
L2      10    0.3724    0.4063
L2      10    0.3788    0.4058
L2      10    0.3851    0.4061
L2      10    0.3914    0.4065
L2      10    0.3977    0.4069
L2      10    0.4040    0.4074
L2      10    0.4103    0.4083
L2      10    0.4166    0.4095
L2      10    0.4229    0.4107
L2      10    0.4293    0.4120
L2      10    0.4356    0.4132
L2      10    0.4419    0.4145
L2      10    0.4482    0.4159
L2      10    0.4545    0.4172
L2      10    0.4608    0.4186
L2      10    0.4671    0.4200
L2      10    0.4734    0.4214
L2      10    0.4798    0.4228
L2      10    0.4861    0.4239
L2      10    0.4924    0.4252
L2      10    0.4987    0.4265
L2      10    0.5050    0.4278
L2      10    0.5113    0.4292
L2      10    0.5176    0.4306
L2      10    0.5239    0.4320
L2      10    0.5303    0.4333
L2      10    0.5366    0.4347
L2      10    0.5429    0.4361
L2      10    0.5492    0.4375
L2      10    0.5555    0.4393
L2      10    0.5618    0.4412
L2      10    0.5681    0.4431
L2      10    0.5745    0.4450
L2      10    0.5808    0.4470
L2      10    0.5871    0.4490
L2      10    0.5934    0.4506
L2      10    0.5997    0.4522
L2      10    0.6060    0.4539
L2      10    0.6123    0.4555
L2      10    0.6186    0.4572
L2      10    0.6250    0.4589
L2      10    0.6313    0.4606
L2      10    0.6376    0.4623
L2      10    0.6439    0.4644
L2      10    0.6502    0.4667
L2      10    0.6565    0.4689
L2      10    0.6628    0.4711
L2      10    0.6691    0.4732
L2      10    0.6755    0.4752
L2      10    0.6818    0.4773
L2      10    0.6881    0.4794
L2      10    0.6944    0.4815
L2      10    0.7007    0.4836
L2      10    0.7070    0.4858
L2      10    0.7133    0.4879
L2      10    0.7196    0.4901
L2      10    0.7260    0.4926
L2      10    0.7323    0.4950
L2      10    0.7386    0.4976
L2      10    0.7449    0.5002
L2      10    0.7512    0.5029
L2      10    0.7575    0.5058
L2      10    0.7638    0.5087
L2      10    0.7701    0.5116
L2      10    0.7765    0.5145
L2      10    0.7828    0.5174
L2      10    0.7891    0.5204
L2      10    0.7954    0.5229
L2      10    0.8017    0.5249
L2      10    0.8080    0.5268
L2      10    0.8143    0.5291
L2      10    0.8206    0.5314
L2      10    0.8270    0.5337
L2      10    0.8333    0.5360
L2      10    0.8396    0.5383
L2      10    0.8459    0.5406
L2      10    0.8522    0.5433
L2      10    0.8585    0.5461
L2      10    0.8648    0.5489
L2      10    0.8711    0.5518
L2      10    0.8775    0.5546
L2      10    0.8838    0.5569
L2      10    0.8901    0.5591
L2      10    0.8964    0.5613
L2      10    0.9027    0.5635
L2      10    0.9090    0.5666
L2      10    0.9153    0.5697
L2      10    0.9216    0.5728
L2      10    0.9280    0.5759
L2      10    0.9343    0.5791
L2      10    0.9406    0.5821
L2      10    0.9469    0.5846
L2      10    0.9532    0.5870
L2      10    0.9595    0.5894
L2      10    0.9658    0.5922
L2      10    0.9721    0.5947
L2      10    0.9785    0.5969
L2      10    0.9848    0.5991
L2      10    0.9911    0.6016
L2      10    0.9974    0.6041
L2      10    1.0037    0.6066
L2      10    1.0100    0.6090
L2      10    1.0163    0.6115
L2      10    1.0226    0.6140
L2      10    1.0290    0.6165
L2      10    1.0353    0.6191
L2      10    1.0416    0.6216
L2      10    1.0479    0.6242
L2      10    1.0542    0.6269
L2      10    1.0605    0.6296
L2      10    1.0668    0.6322
L2      10    1.0731    0.6347
L2      10    1.0795    0.6369
L2      10    1.0858    0.6393
L2      10    1.0921    0.6418
L2      10    1.0984    0.6446
L2      10    1.1047    0.6476
L2      10    1.1110    0.6506
L2      10    1.1173    0.6536
L2      10    1.1236    0.6566
L2      10    1.1300    0.6596
L2      10    1.1363    0.6627
L2      10    1.1426    0.6657
L2      10    1.1489    0.6688
L2      10    1.1552    0.6718
L2      10    1.1615    0.6749
L2      10    1.1678    0.6777
L2      10    1.1741    0.6804
L2      10    1.1805    0.6830
L2      10    1.1868    0.6858
L2      10    1.1931    0.6887
L2      10    1.1994    0.6916
L2      10    1.2057    0.6945
L2      10    1.2120    0.6974
L2      10    1.2183    0.7003
L2      10    1.2246    0.7032
L2      10    1.2310    0.7064
L2      10    1.2373    0.7095
L2      10    1.2436    0.7127
L2      10    1.2499    0.7159
L2      10    1.2562    0.7192
L2      10    1.2625    0.7226
L2      10    1.2688    0.7258
L2      10    1.2751    0.7287
L2      10    1.2815    0.7316
L2      10    1.2878    0.7344
L2      10    1.2941    0.7372
L2      10    1.3004    0.7401
L2      10    1.3067    0.7429
L2      10    1.3130    0.7458
L2      10    1.3193    0.7487
L2      10    1.3257    0.7515
L2      10    1.3320    0.7543
L2      10    1.3383    0.7563
L2      10    1.3446    0.7583
L2      10    1.3509    0.7603
L2      10    1.3572    0.7634
L2      10    1.3635    0.7669
L2      10    1.3698    0.7703
L2      10    1.3762    0.7737
L2      10    1.3825    0.7770
L2      10    1.3888    0.7804
L2      10    1.3951    0.7837
L2      10    1.4014    0.7871
L2      10    1.4077    0.7904
L2      10    1.4140    0.7938
L2      10    1.4203    0.7967
L2      10    1.4267    0.7991
L2      10    1.4330    0.8023
L2      10    1.4393    0.8071
L2      10    1.4456    0.8118
L2      10    1.4519    0.8166
L2      10    1.4582    0.8212
L2      10    1.4645    0.8258
L2      10    1.4708    0.8305
L2      10    1.4772    0.8352
L2      10    1.4835    0.8399
L2      10    1.4898    0.8437
L2      10    1.4961    0.8470
L2      10    1.5024    0.8493
L2      10    1.5087    0.8515
L2      10    1.5150    0.8538
L2      10    1.5213    0.8560
L2      10    1.5277    0.8583
L2      10    1.5340    0.8606
L2      10    1.5403    0.8636
L2      10    1.5466    0.8677
L2      10    1.5529    0.8718
L2      10    1.5592    0.8759
L2      10    1.5655    0.8796
L2      10    1.5718    0.8830
L2      10    1.5782    0.8834
L2      10    1.5845    0.8843
L2      10    1.5908    0.8856
L2      10    1.5971    0.8870
L2      10    1.6034    0.8889
L2      10    1.6097    0.8929
L2      10    1.6160    0.8969
L2      10    1.6223    0.8999
L2      10    1.6287    0.9026
L2      10    1.6350    0.9053
L2      10    1.6413    0.9081
L2      10    1.6476    0.9109
L2      10    1.6539    0.9136
L2      10    1.6602    0.9162
L2      10    1.6665    0.9204
L2      10    1.6728    0.9246
L2      10    1.6792    0.9278
L2      10    1.6855    0.9282
L2      10    1.6918    0.9286
L2      10    1.6981    0.9291
L2      10    1.7044    0.9295
L2      10    1.7107    0.9300
L2      10    1.7170    0.9305
L2      10    1.7233    0.9312
L2      10    1.7297    0.9326
L2      10    1.7360    0.9323
L2      10    1.7423    0.9320
L2      10    1.7486    0.9306
L2      10    1.7549    0.9293
L2      10    1.7612    0.9280
L2      10    1.7675    0.9283
L2      10    1.7738    0.9285
L2      10    1.7802    0.9288
L2      10    1.7865    0.9292
L2      10    1.7928    0.9295
L2      10    1.7991    0.9299
L2      10    1.8054    0.9303
L2      10    1.8117    0.9310
L2      10    1.8180    0.9316
L2      10    1.8243    0.9310
L2      10    1.8307    0.9291
L2      10    1.8370    0.9272
L2      10    1.8433    0.9253
L2      10    1.8496    0.9230
L2      10    1.8559    0.9200
L2      10    1.8622    0.9171
L2      10    1.8685    0.9141
L2      10    1.8748    0.9112
L2      10    1.8812    0.9107
L2      10    1.8875    0.9116
L2      10    1.8938    0.9123
L2      10    1.9001    0.9130
L2      10    1.9064    0.9137
L2      10    1.9127    0.9145
L2      10    1.9190    0.9152
L2      10    1.9253    0.9160
L2      10    1.9317    0.9155
L2      10    1.9380    0.9169
L2      10    1.9443    0.9179
L2      10    1.9506    0.9182
L2      10    1.9569    0.9168
L2      10    1.9632    0.9153
L2      10    1.9695    0.9138
L2      10    1.9758    0.9134
L2      10    1.9822    0.9132
L2      10    1.9885    0.9129
L2      10    1.9948    0.9127
L2      10    2.0011    0.9124
L2      10    2.0074    0.9122
L2      10    2.0137    0.9120
L2      10    2.0200    0.9129
L2      10    2.0263    0.9166
L2      10    2.0327    0.9203
L2      10    2.0390    0.9235
L2      10    2.0453    0.9266
L2      10    2.0516    0.9298
L2      10    2.0579    0.9311
L2      10    2.0642    0.9315
L2      10    2.0705    0.9320
L2      10    2.0769    0.9324
L2      10    2.0832    0.9328
L2      10    2.0895    0.9332
L2      10    2.0958    0.9336
L2      10    2.1021    0.9337
L2      10    2.1084    0.9339
L2      10    2.1147    0.9356
L2      10    2.1210    0.9383
L2      10    2.1274    0.9411
L2      10    2.1337    0.9438
L2      10    2.1400    0.9466
L2      10    2.1463    0.9491
L2      10    2.1526    0.9514
L2      10    2.1589    0.9526
L2      10    2.1652    0.9533
L2      10    2.1715    0.9541
L2      10    2.1779    0.9549
L2      10    2.1842    0.9557
L2      10    2.1905    0.9564
L2      10    2.1968    0.9572
L2      10    2.2031    0.9580
L2      10    2.2094    0.9596
L2      10    2.2157    0.9618
L2      10    2.2220    0.9639
L2      10    2.2284    0.9660
L2      10    2.2347    0.9681
L2      10    2.2410    0.9701
L2      10    2.2473    0.9730
L2      10    2.2536    0.9760
L2      10    2.2599    0.9790
L2      10    2.2662    0.9823
L2      10    2.2725    0.9866
L2      10    2.2789    0.9909
L2      10    2.2852    0.9944
L2      10    2.2915    0.9967
L2      10    2.2978    0.9990
L2      10    2.3041    1.0013
L2      10    2.3104    1.0036
L2      10    2.3167    1.0070
L2      10    2.3230    1.0115
L2      10    2.3294    1.0120
L2      10    2.3357    1.0124
L2      10    2.3420    1.0129
L2      10    2.3483    1.0133
L2      10    2.3546    1.0138
L2      10    2.3609    1.0147
L2      10    2.3672    1.0156
L2      10    2.3735    1.0164
L2      10    2.3799    1.0173
L2      10    2.3862    1.0182
L2      10    2.3925    1.0191
L2      10    2.3988    1.0200
L2      10    2.4051    1.0209
L2      10    2.4114    1.0213
L2      10    2.4177    1.0216
L2      10    2.4241    1.0219
L2      10    2.4304    1.0223
L2      10    2.4367    1.0233
L2      10    2.4430    1.0243
L2      10    2.4493    1.0253
L2      10    2.4556    1.0264
L2      10    2.4619    1.0274
L2      10    2.4682    1.0284
L2      10    2.4746    1.0292
L2      10    2.4809    1.0276
L2      10    2.4872    1.0260
L2      10    2.4935    1.0245
L2      10    2.4998    1.0230
L2      10    2.5061    1.0215
L2      10    2.5124    1.0200
L2      10    2.5187    1.0187
L2      10    2.5251    1.0164
L2      10    2.5314    1.0128
L2      10    2.5377    1.0092
L2      10    2.5440    1.0056
L2      10    2.5503    1.0039
L2      10    2.5566    1.0026
L2      10    2.5629    1.0014
L2      10    2.5692    0.9982
L2      10    2.5756    0.9939
L2      10    2.5819    0.9897
L2      10    2.5882    0.9855
L2      10    2.5945    0.9813
L2      10    2.6008    0.9772
L2      10    2.6071    0.9734
L2      10    2.6134    0.9679
L2      10    2.6197    0.9615
L2      10    2.6261    0.9562
L2      10    2.6324    0.9509
L2      10    2.6387    0.9457
L2      10    2.6450    0.9405
L2      10    2.6513    0.9355
L2      10    2.6576    0.9303
L2      10    2.6639    0.9236
L2      10    2.6702    0.9171
L2      10    2.6765    0.9106
L2      10    2.6829    0.9013
L2      10    2.6892    0.8907
L2      10    2.6955    0.8801
L2      10    2.7018    0.8700
L2      10    2.7081    0.8600
L2      10    2.7144    0.8501
L2      10    2.7207    0.8404
L2      10    2.7270    0.8309
L2      10    2.7334    0.8216
L2      10    2.7397    0.8126
L2      10    2.7460    0.8037
L2      10    2.7523    0.7959
L2      10    2.7586    0.7893
L2      10    2.7649    0.7777
L2      10    2.7712    0.7651
L2      10    2.7775    0.7527
L2      10    2.7839    0.7423
L2      10    2.7902    0.7323
L2      10    2.7965    0.7227
L2      10    2.8028    0.7135
L2      10    2.8091    0.7046
L2      10    2.8154    0.6961
L2      10    2.8217    0.6880
L2      10    2.8281    0.6794
L2      10    2.8344    0.6687
L2      10    2.8407    0.6585
L2      10    2.8470    0.6485
L2      10    2.8533    0.6388
L2      10    2.8596    0.6300
L2      10    2.8659    0.6245
L2      10    2.8722    0.6208
L2      10    2.8786    0.6178
L2      10    2.8849    0.6156
L2      10    2.8912    0.6143
