figure	artifact	time_dir	sha256
suboff_nprime_split_vs_beta.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m08/postProcessing/forcesSail/0/moment.dat	2790	306018131bd5d850f81eafaa4310997ab4e165fe968e85990ae5c1119161ea99
suboff_yprime_split_vs_beta.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m04/postProcessing/forcesSail/0/force.dat	2820	f1a96d034605319a647abca671c5dd3efbc6ed7be69bfc134f424ee6f53b5217
suboff_nprime_split_vs_beta.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m04/postProcessing/forcesSail/0/moment.dat	2820	aef61dabd3438d209448a1084a5398137fc18ba3eb042496f025c89c500c94a3
suboff_yprime_split_vs_beta.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p00/postProcessing/forcesSail/0/force.dat	2880	2203a97a0274319c172ccc31336cc8ab8d2eccdbd5cbbf0c1f475cb5013d7b51
suboff_nprime_split_vs_beta.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p00/postProcessing/forcesSail/0/moment.dat	2880	4018f46005161822f081795638624ef599bb0dd43fb01731212a418d9304d2e0
suboff_yprime_split_vs_beta.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p04/postProcessing/forcesSail/0/force.dat	2805	37bb6a5a5ced8b8b269b17572344ef5d49e1eac168fbb4d63329baf5caa5fb14
suboff_nprime_split_vs_beta.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p04/postProcessing/forcesSail/0/moment.dat	2805	809e63b14838791abe0a270015cf37c39f906897686a2b05cfc430cf8f2461a1
suboff_yprime_split_vs_beta.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p08/postProcessing/forcesSail/0/force.dat	2835	695810bc971e5ff273eca5f048a9acf441b39eb329fc792860e3f7cb388d537e
suboff_nprime_split_vs_beta.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p08/postProcessing/forcesSail/0/moment.dat	2835	2e12bcecf3a64e79e2ea4c890b5e80f4fd4944371f5abc2ff4be86df5e16c478
suboff_yprime_split_vs_beta.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p12/postProcessing/forcesSail/0/force.dat	2670	8c098ede030b0ba1ba43fc81759dcc557880c4c346fc4f6abbf1fe1820eadfbb
suboff_nprime_split_vs_beta.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p12/postProcessing/forcesSail/0/moment.dat	2670	0da46dbb470d499811afbada8b365baa40401e181c47da200fcd5a0e5a8c6bb4
suboff_residuals_bm12_f10.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m12/postProcessing/residuals/0/solverInfo.dat	274	6ee86236f1627ddaeaae754fbbcc2110331f7ccbefe5f2d8be7e838a680f39b2
suboff_residuals_bm12_f25.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m12/postProcessing/residuals/0/solverInfo.dat	686	6ee86236f1627ddaeaae754fbbcc2110331f7ccbefe5f2d8be7e838a680f39b2
suboff_residuals_bm12_f50.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m12/postProcessing/residuals/0/solverInfo.dat	1372	6ee86236f1627ddaeaae754fbbcc2110331f7ccbefe5f2d8be7e838a680f39b2
suboff_residuals_bm12_f75.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m12/postProcessing/residuals/0/solverInfo.dat	2059	6ee86236f1627ddaeaae754fbbcc2110331f7ccbefe5f2d8be7e838a680f39b2
suboff_residuals_bm12.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m12/postProcessing/residuals/0/solverInfo.dat	2745	6ee86236f1627ddaeaae754fbbcc2110331f7ccbefe5f2d8be7e838a680f39b2
suboff_residuals_bm08_f10.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m08/postProcessing/residuals/0/solverInfo.dat	279	49ad980e3c9bc90099391ee6088b4d47f5dbeb31e0620a0a4ccd7489c239041f
suboff_residuals_bm08_f25.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m08/postProcessing/residuals/0/solverInfo.dat	698	49ad980e3c9bc90099391ee6088b4d47f5dbeb31e0620a0a4ccd7489c239041f
suboff_residuals_bm08_f50.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m08/postProcessing/residuals/0/solverInfo.dat	1395	49ad980e3c9bc90099391ee6088b4d47f5dbeb31e0620a0a4ccd7489c239041f
suboff_residuals_bm08_f75.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m08/postProcessing/residuals/0/solverInfo.dat	2092	49ad980e3c9bc90099391ee6088b4d47f5dbeb31e0620a0a4ccd7489c239041f
suboff_residuals_bm08.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m08/postProcessing/residuals/0/solverInfo.dat	2790	49ad980e3c9bc90099391ee6088b4d47f5dbeb31e0620a0a4ccd7489c239041f
suboff_residuals_bm04_f10.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m04/postProcessing/residuals/0/solverInfo.dat	282	24ffc8ab1febb7c78c321cf055f6d77d1b6a0fef338afee36c2455bfd37bed8e
suboff_residuals_bm04_f25.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m04/postProcessing/residuals/0/solverInfo.dat	705	24ffc8ab1febb7c78c321cf055f6d77d1b6a0fef338afee36c2455bfd37bed8e
suboff_residuals_bm04_f50.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m04/postProcessing/residuals/0/solverInfo.dat	1410	24ffc8ab1febb7c78c321cf055f6d77d1b6a0fef338afee36c2455bfd37bed8e
suboff_residuals_bm04_f75.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m04/postProcessing/residuals/0/solverInfo.dat	2115	24ffc8ab1febb7c78c321cf055f6d77d1b6a0fef338afee36c2455bfd37bed8e
suboff_residuals_bm04.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_m04/postProcessing/residuals/0/solverInfo.dat	2820	24ffc8ab1febb7c78c321cf055f6d77d1b6a0fef338afee36c2455bfd37bed8e
suboff_residuals_bp00_f10.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p00/postProcessing/residuals/0/solverInfo.dat	288	bcf8c50df22b28bad763afd7c372921a209764db3070e39bd9368c1772c843fa
suboff_residuals_bp00_f25.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p00/postProcessing/residuals/0/solverInfo.dat	720	bcf8c50df22b28bad763afd7c372921a209764db3070e39bd9368c1772c843fa
suboff_residuals_bp00_f50.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p00/postProcessing/residuals/0/solverInfo.dat	1440	bcf8c50df22b28bad763afd7c372921a209764db3070e39bd9368c1772c843fa
suboff_residuals_bp00_f75.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p00/postProcessing/residuals/0/solverInfo.dat	2160	bcf8c50df22b28bad763afd7c372921a209764db3070e39bd9368c1772c843fa
suboff_residuals_bp00.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p00/postProcessing/residuals/0/solverInfo.dat	2880	bcf8c50df22b28bad763afd7c372921a209764db3070e39bd9368c1772c843fa
suboff_residuals_bp04_f10.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p04/postProcessing/residuals/0/solverInfo.dat	280	39a7b55223136b01a47d36aa39dc2f885be0d6981d15060fc1e3877a4e22558d
suboff_residuals_bp04_f25.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p04/postProcessing/residuals/0/solverInfo.dat	701	39a7b55223136b01a47d36aa39dc2f885be0d6981d15060fc1e3877a4e22558d
suboff_residuals_bp04_f50.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p04/postProcessing/residuals/0/solverInfo.dat	1402	39a7b55223136b01a47d36aa39dc2f885be0d6981d15060fc1e3877a4e22558d
suboff_residuals_bp04_f75.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p04/postProcessing/residuals/0/solverInfo.dat	2104	39a7b55223136b01a47d36aa39dc2f885be0d6981d15060fc1e3877a4e22558d
suboff_residuals_bp04.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p04/postProcessing/residuals/0/solverInfo.dat	2805	39a7b55223136b01a47d36aa39dc2f885be0d6981d15060fc1e3877a4e22558d
suboff_residuals_bp08_f10.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p08/postProcessing/residuals/0/solverInfo.dat	284	e0ae216a80e12e3126e8b280abbc13ac4a4456f1378182d633e38e7c3ef49e85
suboff_residuals_bp08_f25.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p08/postProcessing/residuals/0/solverInfo.dat	709	e0ae216a80e12e3126e8b280abbc13ac4a4456f1378182d633e38e7c3ef49e85
suboff_residuals_bp08_f50.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p08/postProcessing/residuals/0/solverInfo.dat	1418	e0ae216a80e12e3126e8b280abbc13ac4a4456f1378182d633e38e7c3ef49e85
suboff_residuals_bp08_f75.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p08/postProcessing/residuals/0/solverInfo.dat	2126	e0ae216a80e12e3126e8b280abbc13ac4a4456f1378182d633e38e7c3ef49e85
suboff_residuals_bp08.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p08/postProcessing/residuals/0/solverInfo.dat	2835	e0ae216a80e12e3126e8b280abbc13ac4a4456f1378182d633e38e7c3ef49e85
suboff_residuals_bp12_f10.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p12/postProcessing/residuals/0/solverInfo.dat	267	ee15e77a6ae8815403993ff97ff201cec757dfc9b3e94a24d95e4c4e2cdf15c9
suboff_residuals_bp12_f25.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p12/postProcessing/residuals/0/solverInfo.dat	668	ee15e77a6ae8815403993ff97ff201cec757dfc9b3e94a24d95e4c4e2cdf15c9
suboff_residuals_bp12_f50.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p12/postProcessing/residuals/0/solverInfo.dat	1335	ee15e77a6ae8815403993ff97ff201cec757dfc9b3e94a24d95e4c4e2cdf15c9
suboff_residuals_bp12_f75.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p12/postProcessing/residuals/0/solverInfo.dat	2002	ee15e77a6ae8815403993ff97ff201cec757dfc9b3e94a24d95e4c4e2cdf15c9
suboff_residuals_bp12.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p12/postProcessing/residuals/0/solverInfo.dat	2670	ee15e77a6ae8815403993ff97ff201cec757dfc9b3e94a24d95e4c4e2cdf15c9
suboff_residuals_f10.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p00/postProcessing/residuals/0/solverInfo.dat	288	bcf8c50df22b28bad763afd7c372921a209764db3070e39bd9368c1772c843fa
suboff_residuals_f25.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p00/postProcessing/residuals/0/solverInfo.dat	720	bcf8c50df22b28bad763afd7c372921a209764db3070e39bd9368c1772c843fa
suboff_residuals_f50.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p00/postProcessing/residuals/0/solverInfo.dat	1440	bcf8c50df22b28bad763afd7c372921a209764db3070e39bd9368c1772c843fa
suboff_residuals_f75.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p00/postProcessing/residuals/0/solverInfo.dat	2160	bcf8c50df22b28bad763afd7c372921a209764db3070e39bd9368c1772c843fa
suboff_residuals.png	/home/ubuntu/Certonomous/verification/runs/navier_class/SUBOFF_A1H_DRIFT/L1M_SWEEP/BETA_p00/postProcessing/residuals/0/solverInfo.dat	2880	bcf8c50df22b28bad763afd7c372921a209764db3070e39bd9368c1772c843fa
