# Region            : cellZone slabA
# Cells             : 26
# Volume            : 7.139798445863e-09
# Time              	volAverage(p)
629                 	8.301005416777e+03
630                 	8.301005416891e+03
631                 	8.301005416829e+03
632                 	8.301005416445e+03
633                 	8.301005416325e+03
634                 	8.301005416439e+03
635                 	8.301005416667e+03
636                 	8.301005416702e+03
637                 	8.301005416807e+03
638                 	8.301005416470e+03
639                 	8.301005416360e+03
640                 	8.301005416490e+03
641                 	8.301005416628e+03
642                 	8.301005416827e+03
643                 	8.301005416591e+03
644                 	8.301005416438e+03
645                 	8.301005416652e+03
646                 	8.301005416676e+03
647                 	8.301005416577e+03
648                 	8.301005416514e+03
649                 	8.301005416663e+03
650                 	8.301005416544e+03
651                 	8.301005416651e+03
652                 	8.301005416540e+03
653                 	8.301005416553e+03
654                 	8.301005416537e+03
655                 	8.301005416549e+03
656                 	8.301005416574e+03
657                 	8.301005416800e+03
658                 	8.301005416679e+03
659                 	8.301005416472e+03
660                 	8.301005416597e+03
661                 	8.301005416682e+03
662                 	8.301005416497e+03
663                 	8.301005416561e+03
664                 	8.301005416736e+03
665                 	8.301005416715e+03
666                 	8.301005416549e+03
667                 	8.301005416583e+03
668                 	8.301005416215e+03
669                 	8.301005416528e+03
670                 	8.301005416741e+03
671                 	8.301005416795e+03
672                 	8.301005416548e+03
673                 	8.301005416512e+03
674                 	8.301005416456e+03
675                 	8.301005416626e+03
676                 	8.301005416649e+03
677                 	8.301005416641e+03
678                 	8.301005416467e+03
679                 	8.301005416543e+03
680                 	8.301005416573e+03
681                 	8.301005416809e+03
682                 	8.301005416590e+03
683                 	8.301005416542e+03
684                 	8.301005416718e+03
685                 	8.301005416527e+03
686                 	8.301005416498e+03
687                 	8.301005416421e+03
688                 	8.301005416590e+03
689                 	8.301005416741e+03
690                 	8.301005416705e+03
691                 	8.301005416535e+03
692                 	8.301005416612e+03
693                 	8.301005416539e+03
694                 	8.301005416634e+03
695                 	8.301005416370e+03
696                 	8.301005416484e+03
697                 	8.301005416720e+03
698                 	8.301005416721e+03
699                 	8.301005416672e+03
700                 	8.301005416379e+03
701                 	8.301005416652e+03
702                 	8.301005416779e+03
703                 	8.301005416574e+03
704                 	8.301005416458e+03
705                 	8.301005416534e+03
706                 	8.301005416574e+03
707                 	8.301005416708e+03
708                 	8.301005416451e+03
709                 	8.301005416666e+03
710                 	8.301005416827e+03
711                 	8.301005416552e+03
712                 	8.301005416433e+03
713                 	8.301005416373e+03
714                 	8.301005416655e+03
715                 	8.301005416779e+03
716                 	8.301005416576e+03
717                 	8.301005416568e+03
718                 	8.301005416587e+03
719                 	8.301005416674e+03
720                 	8.301005416451e+03
721                 	8.301005416579e+03
722                 	8.301005416630e+03
723                 	8.301005416626e+03
724                 	8.301005416625e+03
725                 	8.301005416650e+03
726                 	8.301005416394e+03
727                 	8.301005416452e+03
728                 	8.301005416691e+03
729                 	8.301005416748e+03
730                 	8.301005416565e+03
731                 	8.301005416399e+03
732                 	8.301005416601e+03
733                 	8.301005416750e+03
734                 	8.301005416707e+03
735                 	8.301005416825e+03
736                 	8.301005416535e+03
737                 	8.301005416355e+03
738                 	8.301005416287e+03
739                 	8.301005416693e+03
740                 	8.301005416659e+03
741                 	8.301005416852e+03
742                 	8.301005416565e+03
743                 	8.301005416215e+03
744                 	8.301005416426e+03
745                 	8.301005416659e+03
746                 	8.301005416812e+03
747                 	8.301005416688e+03
748                 	8.301005416522e+03
749                 	8.301005416720e+03
750                 	8.301005416581e+03
751                 	8.301005416556e+03
752                 	8.301005416573e+03
753                 	8.301005416591e+03
754                 	8.301005416716e+03
755                 	8.301005416579e+03
756                 	8.301005416522e+03
757                 	8.301005416778e+03
758                 	8.301005416622e+03
759                 	8.301005416479e+03
760                 	8.301005416342e+03
761                 	8.301005416613e+03
762                 	8.301005416734e+03
763                 	8.301005416590e+03
764                 	8.301005416401e+03
765                 	8.301005416609e+03
766                 	8.301005416790e+03
767                 	8.301005416399e+03
768                 	8.301005416688e+03
769                 	8.301005416778e+03
770                 	8.301005416459e+03
771                 	8.301005416389e+03
772                 	8.301005416664e+03
773                 	8.301005416554e+03
774                 	8.301005416772e+03
775                 	8.301005416503e+03
776                 	8.301005416522e+03
777                 	8.301005416702e+03
778                 	8.301005416385e+03
779                 	8.301005416460e+03
780                 	8.301005416455e+03
781                 	8.301005417120e+03
782                 	8.301005416792e+03
783                 	8.301005416541e+03
784                 	8.301005416481e+03
785                 	8.301005416242e+03
786                 	8.301005416486e+03
787                 	8.301005416865e+03
788                 	8.301005416721e+03
789                 	8.301005416651e+03
790                 	8.301005416427e+03
791                 	8.301005416389e+03
792                 	8.301005416730e+03
793                 	8.301005416656e+03
794                 	8.301005416667e+03
795                 	8.301005416512e+03
796                 	8.301005416561e+03
797                 	8.301005416664e+03
798                 	8.301005416570e+03
