# y+ ()             
# Time              	patch               	min                 	max                 	average             
5400                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
5600                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432431e+01
5800                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432432e+01
6000                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
6200                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432431e+01
6400                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432432e+01
6600                	walls	2.900890115782e+01	3.721972463214e+01	3.706764432431e+01
6800                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432432e+01
7000                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432430e+01
7200                	walls	2.900890115782e+01	3.721972463213e+01	3.706764432430e+01
7400                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432431e+01
7600                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
7800                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432433e+01
8000                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432432e+01
8200                	walls	2.900890115783e+01	3.721972463216e+01	3.706764432432e+01
8400                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
8600                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
8800                	walls	2.900890115782e+01	3.721972463215e+01	3.706764432431e+01
9000                	walls	2.900890115783e+01	3.721972463213e+01	3.706764432428e+01
9200                	walls	2.900890115782e+01	3.721972463214e+01	3.706764432431e+01
9400                	walls	2.900890115783e+01	3.721972463213e+01	3.706764432429e+01
9600                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432432e+01
9800                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
10000               	walls	2.900890115783e+01	3.721972463215e+01	3.706764432433e+01
10200               	walls	2.900890115783e+01	3.721972463215e+01	3.706764432431e+01
10400               	walls	2.900890115783e+01	3.721972463214e+01	3.706764432431e+01
10600               	walls	2.900890115783e+01	3.721972463213e+01	3.706764432431e+01
10800               	walls	2.900890115783e+01	3.721972463214e+01	3.706764432431e+01
11000               	walls	2.900890115783e+01	3.721972463214e+01	3.706764432431e+01
11200               	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
11400               	walls	2.900890115782e+01	3.721972463214e+01	3.706764432431e+01
11600               	walls	2.900890115783e+01	3.721972463214e+01	3.706764432431e+01
11800               	walls	2.900890115783e+01	3.721972463215e+01	3.706764432433e+01
12000               	walls	2.900890115783e+01	3.721972463215e+01	3.706764432431e+01
12200               	walls	2.900890115783e+01	3.721972463215e+01	3.706764432431e+01
12400               	walls	2.900890115783e+01	3.721972463215e+01	3.706764432434e+01
12600               	walls	2.900890115783e+01	3.721972463215e+01	3.706764432431e+01
12800               	walls	2.900890115783e+01	3.721972463214e+01	3.706764432430e+01
13000               	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
13200               	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
13400               	walls	2.900890115783e+01	3.721972463213e+01	3.706764432431e+01
13600               	walls	2.900890115782e+01	3.721972463215e+01	3.706764432431e+01
13800               	walls	2.900890115783e+01	3.721972463216e+01	3.706764432431e+01
14000               	walls	2.900890115783e+01	3.721972463214e+01	3.706764432430e+01
14200               	walls	2.900890115783e+01	3.721972463216e+01	3.706764432432e+01
14400               	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
14600               	walls	2.900890115783e+01	3.721972463215e+01	3.706764432432e+01
14800               	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
15000               	walls	2.900890115783e+01	3.721972463215e+01	3.706764432433e+01
